ncbi,uniprot,protein.protein_id,protein.name,domain,domains.domains_id,length,genus,gene,gene_begin,gene_end,cluster,species,superkingdom,kingdom,phylum,score,nbdomain
,A0A1Y1IN06,16502,Uncharacterized protein,PropLec6B_tectonin,6719,417,Klebsormidium,,0,0,A0A1Y1IN06,Klebsormidium nitens,Eukaryota,Viridiplantae,Streptophyta,0.302,3
,A0A1Y1LT82,29257,Fucose-specific lectin,PropLec6A_RSL_AAL,6722,303,Photinus,,0,0,A0A0B4HX09,Photinus pyralis,Eukaryota,Metazoa,Arthropoda,0.429,6
,A0A1Y1Y367,9614,Uncharacterized protein,PropLec6A_RSL_AAL,6727,176,Clohesyomyces,,0,0,,Clohesyomyces aquaticus,Eukaryota,Fungi,Ascomycota,0.151,3
ORX92206,A0A1Y1Y3B0,5801,Uncharacterized protein,PropLec6B_tectonin,6728,316,Basidiobolus,MCFE01000287.1,29757,30707,A0A1Y1Y3B0,Basidiobolus meristosporus CBS 93173,Eukaryota,Fungi,Zoopagomycota,0.316,3
ORX98626,A0A1Y1YLJ0,5802,Uncharacterized protein (Fragment),PropLec6B_tectonin,6729,182,Basidiobolus,MCFE01000110.1,73889,74530,A0A1Y1YLJ0,Basidiobolus meristosporus CBS 93173,Eukaryota,Fungi,Zoopagomycota,0.235,2
ORY11739,A0A1Y1ZNA9,9616,Fucose-specific lectin,PropLec6A_RSL_AAL,6730,488,Clohesyomyces,MCFA01000058.1,158362,159939,A0A1Y1ZNA9,Clohesyomyces aquaticus,Eukaryota,Fungi,Ascomycota,0.316,5
ORY15318,A0A1Y1ZYM4,9615,Fucose-specific lectin,PropLec6A_RSL_AAL,6731,443,Clohesyomyces,MCFA01000026.1,219380,220883,A0A1Y1ZYM4,Clohesyomyces aquaticus,Eukaryota,Fungi,Ascomycota,0.101,4
ORY36446,A0A1Y2BNX5,31945,Uncharacterized protein,PropLec6B_tectonin,6733,352,Rhizoclosmatium,MCGO01000055.1,44494,45552,,Rhizoclosmatium globosum,Eukaryota,Fungi,Chytridiomycota,0.18,1
ORY47629,A0A1Y2CKT5,31944,Uncharacterized protein,PropLec6B_tectonin,6734,543,Rhizoclosmatium,MCGO01000013.1,86566,88311,,Rhizoclosmatium globosum,Eukaryota,Fungi,Chytridiomycota,0.196,5
ORY55129,A0A1Y2D774,31223,Uncharacterized protein,PropLec7A_PLL,6739,583,Pseudomassariella,MCFJ01000029.1,200329,202080,A0A1Y2D774,Pseudomassariella vexata,Eukaryota,Fungi,Ascomycota,0.227,4
ORZ38240,A0A1Y2HUH2,7759,Uncharacterized protein,PropLec6B_tectonin,6746,221,Catenaria,MCFL01000009.1,212567,213312,A0A1Y2HUH2,Catenaria anguillulae PL171,Eukaryota,Fungi,Blastocladiomycota,0.195,3
ORZ38260,A0A1Y2HUJ0,7755,Uncharacterized protein,PropLec6B_tectonin,6747,235,Catenaria,MCFL01000009.1,254467,255245,A0A1Y2HUJ0,Catenaria anguillulae PL171,Eukaryota,Fungi,Blastocladiomycota,0.174,4
OSY52354,A0A1Y2NXW1,38022,Uncharacterized protein,PropLec7A_PLL,6754,379,Streptomyces,MIFZ01000184.1,40572,41711,A0A1D8G081,Streptomyces fradiae ATCC 1745  DSM 463,Bacteria,None,Actinobacteria,0.306,2
WP_086172787,A0A1Y2PLN4,40129,Ricin B-type lectin domain-containing protein,PropLec7B_PVL,6759,615,Streptomyces,NZ_MRYD01000286.1,1703,3550,A0A1Y2PLN4,Streptomyces pharetrae CZA14,Bacteria,None,Actinobacteria,0.499,7
,A0A1Y2Q8P8,35004,Uncharacterized protein,PropLec6A_RSL_AAL,6769,91,Sphingomonas,,0,0,A0A1Y2Q8P8,Sphingomonas sp IBVSS2,Bacteria,None,Proteobacteria,0.333,2
,A0A1Y2TVR5,15301,Fucose-specific lectin,PropLec6A_RSL_AAL,6770,348,Hypoxylon,,0,0,A0A1Y2TVR5,Hypoxylon sp EC38,Eukaryota,Fungi,Ascomycota,0.112,4
,A0A1Y2U351,15300,Fucose-specific lectin,PropLec7A_PLL,6771,506,Hypoxylon,,0,0,A0A1Y2U351,Hypoxylon sp EC38,Eukaryota,Fungi,Ascomycota,0.39,3
,A0A1Y2ULH0,15295,Uncharacterized protein,PropLec7A_PLL,6772,506,Hypoxylon,,0,0,A0A1Y2U351,Hypoxylon sp CO275,Eukaryota,Fungi,Ascomycota,0.388,3
,A0A1Y2VKQ9,15296,Uncharacterized protein,PropLec7A_PLL,6773,376,Hypoxylon,,0,0,A0A1Y2VKQ9,Hypoxylon sp CI4A,Eukaryota,Fungi,Ascomycota,0.369,3
,A0A1Y2VPF2,15299,Uncharacterized protein,PropLec7A_PLL,6774,398,Hypoxylon,,0,0,A0A1Y2VPF2,Hypoxylon sp CI4A,Eukaryota,Fungi,Ascomycota,0.262,4
,A0A1Y2VWS3,15298,Fucose-specific lectin,PropLec6A_RSL_AAL,6776,355,Hypoxylon,,0,0,A0A1Y2VWS3,Hypoxylon sp CI4A,Eukaryota,Fungi,Ascomycota,0.283,4
OUS24651,A0A1Y5GIG2,13313,Uncharacterized protein,PropLec7B_PVL,6791,2326,None,MABD01000052.1,67065,74045,A0A1Y5GIG2,Gammaproteobacteria bacterium 4516T64,Bacteria,None,Proteobacteria,0.339,6
SBS71520,A0A1Y5P1V9,55554,Peptidase_M23 domain-containing protein,PropLec7B_PVL,6792,725,Microbacterium,FLQR01000006.1,45701,47878,A0A1Y5P1V9,uncultured Microbacterium sp,Bacteria,None,Actinobacteria,0.463,7
WP_132318888,A0A1Y6BXK3,31162,Repeat domain-containing protein,PropLec7B_PVL,6802,1380,Pseudobacteriovorax,NZ_FWZT01000008.1,149266,153408,A0A1Y6BXK3,Pseudobacteriovorax antillogorgiicola,Bacteria,None,Proteobacteria,0.281,5
WP_132326264,A0A1Y6CRM8,31161,RHS repeat-associated core domain-containing protein,PropLec7B_PVL,6803,3542,Pseudobacteriovorax,NZ_FWZT01000045.1,5748,16376,A0A1Y6CRM8,Pseudobacteriovorax antillogorgiicola,Bacteria,None,Proteobacteria,0.368,5
WP_087924574,A0A1Z2KUY2,36283,Peptidase M23,PropLec7A_PLL,6809,506,Streptomyces,NZ_CP021744.1,216598,218118,A0A1Z2KUY2,Streptomyces albireticuli,Bacteria,None,Actinobacteria,0.446,7
ARZ66290,A0A1Z2KW77,36274,Amidase,PropLec6B_tectonin,6810,315,Streptomyces,CP021744.1,700152,701099,A0A1Z2KW77,Streptomyces albireticuli,Bacteria,None,Actinobacteria,0.18,5
ARZ66290,A0A1Z2KW77,36274,Amidase,PropLec7A_PLL,6811,315,Streptomyces,CP021744.1,700152,701099,A0A1Z2KW77,Streptomyces albireticuli,Bacteria,None,Actinobacteria,0.477,6
,A0A1Z2L2S3,36272,Uncharacterized protein,PropLec7C_BPL_CVL,6813,760,Streptomyces,,0,0,,Streptomyces albireticuli,Bacteria,None,Actinobacteria,0.321,3
WP_088563952,A0A1Z3N496,5817,Uncharacterized protein,PropLec7A_PLL,6820,307,Bdellovibrio,NZ_CP020946.1,262719,263642,Q6MHA5,Bdellovibrio bacteriovorus,Bacteria,None,Proteobacteria,0.578,6
WP_088564582,A0A1Z3N6B8,5816,Uncharacterized protein,PropLec7A_PLL,6821,310,Bdellovibrio,NZ_CP020946.1,1054852,1055784,Q6MJF6,Bdellovibrio bacteriovorus,Bacteria,None,Proteobacteria,0.59,6
,A0A1Z4GZI2,6911,Peptidase C51 domain-containing protein,PropLec7A_PLL,6823,633,Calothrix,,0,0,,Calothrix sp NIES21,Bacteria,None,Cyanobacteria,0.338,5
,A0A1Z4HAK4,6909,VCBS repeat-containing protein,PropLec7B_PVL,6825,799,Calothrix,,0,0,A0A1Z4HAK4,Calothrix sp NIES21,Bacteria,None,Cyanobacteria,0.451,6
WP_096646545,A0A1Z4K8Z5,6886,VCBS repeat-containing protein,PropLec7B_PVL,6827,800,Calothrix,NZ_AP018207.1,6944736,6947138,A0A1Z4K8Z5,Calothrix brevissima NIES22,Bacteria,None,Cyanobacteria,0.432,6
WP_096533991,A0A1Z4KXG5,27247,VCBS repeat-containing protein,PropLec7B_PVL,6829,1034,Nostoc,NZ_AP018222.1,61163,64267,A0A1Z4KXG5,Nostoc linckia NIES25,Bacteria,None,Cyanobacteria,0.499,5
WP_096656996,A0A1Z4LSH2,6890,Trypsin,PropLec7A_PLL,6831,752,Calothrix,NZ_AP018227.1,4604193,4606451,A0A1Z4LSH2,Calothrix parasitica NIES267,Bacteria,None,Cyanobacteria,0.395,5
,A0A1Z4M517,13109,Uncharacterized protein,PropLec7B_PVL,6832,1283,Microchaete,,0,0,A0A0D6KSH9,Fremyella diplosiphon NIES3275,Bacteria,None,Cyanobacteria,0.384,7
,A0A1Z4MCT3,13110,SCP-like extracellular,PropLec6A_RSL_AAL,6833,420,Microchaete,,0,0,A0A0D6KXK0,Fremyella diplosiphon NIES3275,Bacteria,None,Cyanobacteria,0.23,6
,A0A1Z4MCT3,13110,SCP-like extracellular,PropLec7A_PLL,6834,420,Microchaete,,0,0,A0A0D6KXK0,Fremyella diplosiphon NIES3275,Bacteria,None,Cyanobacteria,0.492,5
,A0A1Z4NEP9,6908,Peptidase_S8 domain-containing protein,PropLec7A_PLL,6835,760,Calothrix,,0,0,A0A1Z4NEP9,Calothrix sp NIES3974,Bacteria,None,Cyanobacteria,0.39,5
,A0A1Z4PZB2,34125,Uncharacterized protein,PropLec7A_PLL,6836,321,Scytonema,,0,0,A0A1Z4PZB2,Scytonema sp NIES473,Bacteria,None,Cyanobacteria,0.426,6
,A0A1Z4PZH2,34126,Uncharacterized protein,PropLec7A_PLL,6837,302,Scytonema,,0,0,A0A1Z4PZH2,Scytonema sp NIES473,Bacteria,None,Cyanobacteria,0.382,6
,A0A1Z4R927,6914,Peptidase S8/S53,PropLec7A_PLL,6843,764,Calothrix,,0,0,A0A1Z4R927,Calothrix sp NIES411,Bacteria,None,Cyanobacteria,0.453,5
OUS06490,A0A1Z8A7X9,13297,Uncharacterized protein,PropLec7B_PVL,6848,2317,None,MAAL01000021.1,94999,101952,A0A1Z8A7X9,Gammaproteobacteria bacterium 4254T18,Bacteria,None,Proteobacteria,0.352,6
,A0A1Z8Q092,19836,Uncharacterized protein,PropLec6B_tectonin,6849,829,Micavibrio,,0,0,A0A1Z8Q092,Micavibrio sp TMED27,Bacteria,None,Proteobacteria,0.239,4
OVE48747,A0A202BAZ1,9437,Uncharacterized protein,PropLec7C_BPL_CVL,6850,343,Chromobacterium,NHOO01000006.1,235505,236536,,Chromobacterium violaceum,Bacteria,None,Proteobacteria,0.588,7
,A0A209C0S8,48065,FlgD_ig domain-containing protein,PropLec7B_PVL,6860,742,Streptomyces,,0,0,,Streptomyces sp CS159,Bacteria,None,Actinobacteria,0.321,4
,A0A209CJ70,49137,Uncharacterized protein (Fragment),PropLec7B_PVL,6869,174,Streptomyces,,0,0,A0A1Q5I720,Streptomyces sp CS57,Bacteria,None,Actinobacteria,0.553,3
,A0A209CKF7,49133,Ricin B-type lectin domain-containing protein (Fragment),PropLec7B_PVL,6870,334,Streptomyces,,0,0,,Streptomyces sp CS57,Bacteria,None,Actinobacteria,0.302,2
,A0A209CRH1,48058,Uncharacterized protein (Fragment),PropLec7B_PVL,6874,342,Streptomyces,,0,0,,Streptomyces sp CS159,Bacteria,None,Actinobacteria,0.31,3
OWF38014,A0A210PNI6,24822,Uncharacterized protein,PropLec7C_BPL_CVL,6877,332,Mizuhopecten,NEDP02005575.1,2958962,2967802,,Mizuhopecten yessoensis,Eukaryota,Metazoa,Mollusca,0.14,7
,A0A218PWR2,26433,Uncharacterized protein,PropLec7A_PLL,6890,322,Nodularia,,0,0,A0A218PWR2,Nodularia sp NIES3585,Bacteria,None,Cyanobacteria,0.413,5
,A0A218PWR7,26432,Uncharacterized protein,PropLec7A_PLL,6891,336,Nodularia,,0,0,A0A218PWR7,Nodularia sp NIES3585,Bacteria,None,Cyanobacteria,0.39,6
,A0A218QBY1,52734,Peptidase_S8 domain-containing protein,PropLec7A_PLL,6892,746,Tolypothrix,,0,0,A0A0C1UMT5,Tolypothrix sp NIES475,Bacteria,None,Cyanobacteria,0.437,6
,A0A218QDV7,52733,Uncharacterized protein,PropLec7A_PLL,6893,363,Tolypothrix,,0,0,A0A218QDV7,Tolypothrix sp NIES475,Bacteria,None,Cyanobacteria,0.544,7
OWP05184,A0A218ZBT4,19240,Fucose-specific lectin,PropLec6A_RSL_AAL,6899,309,Marssonina,MZNU01000077.1,234329,235613,A0A218ZBT4,Marssonina coronariae,Eukaryota,Fungi,Ascomycota,0.26,6
OWP05086,A0A218ZD51,19239,Uncharacterized protein,PropLec7A_PLL,6900,320,Marssonina,MZNU01000081.1,36548,37814,A0A218ZD51,Marssonina coronariae,Eukaryota,Fungi,Ascomycota,0.408,6
ASN07263,A0A221MHX7,53715,Sialidase,PropLec7A_PLL,6902,376,Virgibacillus,CP022437.1,393642,394772,A0A221MHX7,Virgibacillus necropolis,Bacteria,None,Firmicutes,0.529,6
,A0A221Q4B6,4943,Uncharacterized protein,PropLec7A_PLL,6904,636,Arthrobacter,,0,0,A0A221Q4B6,Arthrobacter sp 7749,Bacteria,None,Actinobacteria,0.322,6
,A0A222T3P7,49287,Alpha-galactosidase,PropLec7A_PLL,6912,709,Streptomyces,,0,0,G2PCE7,Streptomyces sp 1112,Bacteria,None,Actinobacteria,0.337,3
,A0A222T8Y1,49335,Uncharacterized protein,PropLec7A_PLL,6913,343,Streptomyces,,0,0,A0A060ZCU6,Streptomyces sp 1112,Bacteria,None,Actinobacteria,0.39,6
,A0A223GNJ7,31628,Fucose-binding lectin protein,PropLec6A_RSL_AAL,6924,91,Ralstonia,,0,0,A0A0S4TLR1,Ralstonia pseudosolanacearum,Bacteria,None,Proteobacteria,0.473,2
WP_066412702,A0A223KPR9,5555,Uncharacterized protein,PropLec7A_PLL,6925,412,Bacillus,NZ_BCUW01000008.1,75086,76324,A0A223KPR9,Bacillus cohnii,Bacteria,None,Firmicutes,0.5,7
WP_094802707,A0A223QD02,26344,Uncharacterized protein,PropLec6B_tectonin,6928,231,Nocardiopsis,NZ_CP022434.1,3138851,3139546,D7B640,Nocardiopsis dassonvillei,Bacteria,None,Actinobacteria,0.548,6
OWT65458,A0A225MW13,7214,GlcNAc-PI de-N-acetylase,PropLec7A_PLL,6931,629,Candidimonas,NJIH01000002.1,22025,23914,A0A225MW13,Candidimonas nitroreducens,Bacteria,None,Proteobacteria,0.312,2
,A0A225TGD6,32232,Uncharacterized protein,PropLec7B_PVL,6932,724,Rhodococcus,,0,0,A0A1X7IIM0,Rhodococcus sp BUPNP1,Bacteria,None,Actinobacteria,0.699,7
,A0A228I4R3,6658,Uncharacterized protein,PropLec7A_PLL,6950,1206,Burkholderia,,0,0,A0A103KAM9,Burkholderia sp AU17325,Bacteria,None,Proteobacteria,0.321,4
,A0A228JSD8,6662,Fucose-binding lectin protein,PropLec6A_RSL_AAL,6951,87,Burkholderia,,0,0,Q0B4G1,Burkholderia sp AU27893,Bacteria,None,Proteobacteria,0.463,2
WP_093933395,A0A229SEC2,4159,Uncharacterized protein,PropLec7B_PVL,6977,325,Amycolatopsis,NZ_NMQT01000029.1,41721,42698,A0A2N8MU28,Amycolatopsis thailandensis,Bacteria,None,Actinobacteria,0.247,5
OXM62901,A0A229SW40,4254,Uncharacterized protein,PropLec7A_PLL,6982,744,Amycolatopsis,NMUL01000038.1,8639,10873,A0A229SW40,Amycolatopsis vastitatis,Bacteria,None,Actinobacteria,0.29,4
,A0A229Y0G2,26037,Fucose-specific lectin,PropLec6A_RSL_AAL,7015,314,Aspergillus,,0,0,Q4WW81,Neosartorya fumigata,Eukaryota,Fungi,Ascomycota,0.595,6
WP_094026812,A0A231H1Y7,26202,Uncharacterized protein,PropLec7B_PVL,7016,385,Nocardia,NZ_NGAF01000012.1,190569,191726,,Nocardia cerradoensis,Bacteria,None,Actinobacteria,0.307,5
,A0A231PJ69,49270,Ricin B-type lectin domain-containing protein,PropLec7B_PVL,7022,607,Streptomyces,,0,0,A0A231PJ69,Streptomyces sp XY6,Bacteria,None,Actinobacteria,0.568,7
OXV06683,A0A232LR95,12253,Fucose-specific lectin,PropLec6A_RSL_AAL,7026,559,Elaphomyces,NPHW01005521.1,905,2817,A0A232LR95,Elaphomyces granulatus,Eukaryota,Fungi,Ascomycota,0.209,5
,A0A235HMX1,27302,Lipase domain-containing protein,PropLec7B_PVL,7046,1038,Nostoc,,0,0,A0A235HMX1,Nostoc sp Peltigera membranacea cyanobiont 213,Bacteria,None,Cyanobacteria,0.414,4
,A0A235I8R3,27299,Uncharacterized protein,PropLec7B_PVL,7047,288,Nostoc,,0,0,A0A2K8SSZ8,Nostoc sp Peltigera membranacea cyanobiont 21A,Bacteria,None,Cyanobacteria,0.454,5
,A0A235IGG4,27300,Uncharacterized protein,PropLec7A_PLL,7048,299,Nostoc,,0,0,A0A1Z4PZH2,Nostoc sp Peltigera membranacea cyanobiont 213,Bacteria,None,Cyanobacteria,0.41,6
,A0A235IGQ7,27301,Uncharacterized protein,PropLec7A_PLL,7049,309,Nostoc,,0,0,A0A2L2N9H1,Nostoc sp Peltigera membranacea cyanobiont 213,Bacteria,None,Cyanobacteria,0.39,6
WP_143232393,A0A238Z752,1998,Uncharacterized protein,PropLec7A_PLL,7063,323,Actinoplanes,NZ_BOMU01000035.1,518177,519148,A0A238Z752,Actinoplanes regularis,Bacteria,None,Actinobacteria,0.259,6
WP_089304433,A0A239C447,13428,Uncharacterized protein,PropLec7B_PVL,7071,725,Geodermatophilus,NZ_FZOO01000002.1,253402,255579,,Geodermatophilus pulveris,Bacteria,None,Actinobacteria,0.278,3
WP_089329260,A0A239MZZ8,852,Uncharacterized protein,PropLec7A_PLL,7111,497,Actinomadura,NZ_FZOR01000034.1,66367,67860,A0A239MZZ8,Actinomadura meyerae,Bacteria,None,Actinobacteria,0.472,7
WP_089329261,A0A239N008,849,Uncharacterized protein,PropLec7A_PLL,7112,527,Actinomadura,NZ_FZOR01000034.1,67948,69531,A0A239N008,Actinomadura meyerae,Bacteria,None,Actinobacteria,0.469,7
WP_095177245,A0A239Z8C5,9870,Sialidase,PropLec7A_PLL,7128,292,Clostridium,NZ_JABFIF010000010.1,63695,64573,Q898J4,Clostridium cochlearium,Bacteria,None,Firmicutes,0.526,7
WP_143325569,A0A242MSA5,6746,Rhs family protein,PropLec7B_PVL,7131,580,Caballeronia,NZ_MSRG01000033.1,15105,16847,A0A109WS36,Caballeronia sordidicola,Bacteria,None,Proteobacteria,0.323,6
OTP75911,A0A242MWU4,6747,Rhs family protein,PropLec7B_PVL,7132,593,Caballeronia,NBTZ01000045.1,7958,9739,A0A109WS36,Caballeronia sordidicola,Bacteria,None,Proteobacteria,0.324,6
WP_087971043,A0A242WYQ2,5651,Uncharacterized protein,PropLec7C_BPL_CVL,7135,462,Bacillus,NZ_NFCR01000095.1,56123,57511,,Bacillus thuringiensis serovar malayensis,Bacteria,None,Firmicutes,0.341,5
OUC86156,A0A243QVG2,50930,Uncharacterized protein,PropLec7A_PLL,7139,475,Streptomyces,NGFN01000551.1,1765,3192,A0A243QVG2,Streptomyces swartbergensis,Bacteria,None,Actinobacteria,0.309,6
,A0A243W7S2,15254,Uncharacterized protein,PropLec7B_PVL,7153,1031,Hymenobacter,,0,0,,Hymenobacter sp MIMBbqt21,Bacteria,None,Bacteroidetes,0.296,10
,A0A243WA32,15255,Uncharacterized protein,PropLec7B_PVL,7154,2009,Hymenobacter,,0,0,,Hymenobacter sp MIMBbqt21,Bacteria,None,Bacteroidetes,0.341,18
,A0A244CX56,12991,Uncharacterized protein,PropLec6B_tectonin,7155,922,Flavobacterium,,0,0,,Flavobacterium sp AJR,Bacteria,None,Bacteroidetes,0.19,8
OWV08009,A0A246RMG9,24566,Uncharacterized protein,PropLec7A_PLL,7167,330,Micromonospora,MZMV01000018.1,50736,51728,A0A246RMG9,Micromonospora wenchangensis,Bacteria,None,Actinobacteria,0.294,5
,A0A248YJE8,30186,Peptidase_M23 domain-containing protein,PropLec7B_PVL,7182,527,Plantactinospora,,0,0,,Plantactinospora sp KBS5,Bacteria,None,Actinobacteria,0.233,6
,A0A248YJF7,30185,N-acetylmuramoyl-L-alanine amidase,PropLec7B_PVL,7183,722,Plantactinospora,,0,0,,Plantactinospora sp KBS5,Bacteria,None,Actinobacteria,0.294,6
,A0A248YJT4,30187,Uncharacterized protein,PropLec7B_PVL,7184,486,Plantactinospora,,0,0,,Plantactinospora sp KBS5,Bacteria,None,Actinobacteria,0.323,5
WP_157758309,A0A250IZ08,11272,Peptidase M12A domain-containing protein,PropLec7B_PVL,7215,686,Cystobacter,NZ_CP022098.1,1884608,1886668,A0A250IZ08,Cystobacter fuscus,Bacteria,None,Proteobacteria,0.388,7
ATB37219,A0A250IZS3,11277,Uncharacterized protein,PropLec7A_PLL,7216,371,Cystobacter,CP022098.1,3221032,3222147,A0A250IZS3,Cystobacter fuscus,Bacteria,None,Proteobacteria,0.538,7
,A0A250J7E5,11280,Endo/exonuclease/phosphatase domain-containing protein,PropLec7B_PVL,7223,652,Cystobacter,,0,0,,Cystobacter fuscus,Bacteria,None,Proteobacteria,0.182,4
GAX55354,A0A250VMN3,39892,Alpha-galactosidase,PropLec7A_PLL,7239,695,Streptomyces,BDQI01000018.1,112596,114683,A0A0X3S2C6,Streptomyces olivochromogenes,Bacteria,None,Actinobacteria,0.378,4
KUN42617,A0A250VQY1,39895,Metallophosphoesterase,PropLec7A_PLL,7242,935,Streptomyces,KQ948467.1,8618,11425,A0A250VQY1,Streptomyces olivochromogenes,Bacteria,None,Actinobacteria,0.373,5
,A0A251WEB4,3045,Uncharacterized protein (Fragment),PropLec7A_PLL,7252,159,Alkalinema,,0,0,A0A251WEB4,Alkalinema sp CACIAM 7d,Bacteria,None,Cyanobacteria,0.521,3
,A0A251WHR7,3047,Uncharacterized protein,PropLec7B_PVL,7253,1050,Alkalinema,,0,0,A0A251WHR7,Alkalinema sp CACIAM 7d,Bacteria,None,Cyanobacteria,0.43,7
WP_086486763,A0A251XCE9,52659,Fibronectin type-III domain-containing protein,PropLec7B_PVL,7255,1187,Thioflexothrix,NZ_MSLT01000002.1,31100,34663,A0A251XCE9,Thioflexothrix psekupsii,Bacteria,None,Proteobacteria,0.384,7
,A0A254QM69,5836,Uncharacterized protein,PropLec7A_PLL,7257,316,Bdellovibrio,,0,0,A0A254QM69,Bdellovibrio sp SKB1291214,Bacteria,None,Proteobacteria,0.527,6
,A0A255HYE4,15504,Zinc metalloprotease,PropLec7A_PLL,7262,646,Janthinobacterium,,0,0,A0A1A7BZB9,Janthinobacterium sp PC238,Bacteria,None,Proteobacteria,0.273,7
,A0A255ZPM9,32259,Uncharacterized protein (Fragment),PropLec7B_PVL,7270,1009,Rhodoferax,,0,0,A0A255ZPM9,Rhodoferax sp TH121,Bacteria,None,Proteobacteria,0.477,7
,A0A255ZRQ7,32260,Uncharacterized protein,PropLec7B_PVL,7271,2135,Rhodoferax,,0,0,A0A255ZRQ7,Rhodoferax sp TH121,Bacteria,None,Proteobacteria,0.413,6
OYT53707,A0A256ZML3,11801,Uncharacterized protein (Fragment),PropLec7A_PLL,7272,683,None,NJEC01000113.1,4356,6403,A0A256ZML3,Desulfurococcales archaeon ex44842172,Archaea,None,Crenarchaeota,0.246,3
,A0A257JWJ1,12979,Por_Secre_tail domain-containing protein,PropLec7B_PVL,7274,823,Flavobacterium,,0,0,A0A257JWJ1,Flavobacterium sp BFFFF1,Bacteria,None,Bacteroidetes,0.291,6
,A0A258HUQ7,27422,ZnMc domain-containing protein (Fragment),PropLec7B_PVL,7276,635,Novosphingobium,,0,0,A0A258HUQ7,Novosphingobium sp 32615,Bacteria,None,Proteobacteria,0.416,1
,A0A258HY33,27423,Uncharacterized protein,PropLec7B_PVL,7277,1044,Novosphingobium,,0,0,A0A258HY33,Novosphingobium sp 32615,Bacteria,None,Proteobacteria,0.557,6
,A0A258HYM9,27421,Uncharacterized protein,PropLec7B_PVL,7278,291,Novosphingobium,,0,0,A0A258HYM9,Novosphingobium sp 32615,Bacteria,None,Proteobacteria,0.47,4
,A0A258S4R6,35012,Uncharacterized protein (Fragment),PropLec7B_PVL,7279,135,Sphingomonas,,0,0,A0A258S4R6,Sphingomonas sp 28622,Bacteria,None,Proteobacteria,0.409,3
,A0A258S744,35011,Peptidase_M10_C domain-containing protein (Fragment),PropLec7B_PVL,7280,718,Sphingomonas,,0,0,A0A258S744,Sphingomonas sp 28622,Bacteria,None,Proteobacteria,0.212,2
,A0A258TF73,35003,Uncharacterized protein,PropLec6A_RSL_AAL,7281,90,Sphingomonas,,0,0,A0A258TF73,Sphingomonas sp 286616,Bacteria,None,Proteobacteria,0.395,2
OYZ13117,A0A258VAW8,34970,Pept_C1 domain-containing protein,PropLec7C_BPL_CVL,7282,683,None,NCGP01000004.1,118520,120571,A0A258VAW8,Sphingomonadales bacterium 286496,Bacteria,None,Proteobacteria,0.248,7
,A0A261RXC9,6179,GlcNAc-PI de-N-acetylase,PropLec7A_PLL,7295,687,Bordetella,,0,0,A0A261RXC9,Bordetella genomosp 1,Bacteria,None,Proteobacteria,0.141,3
WP_094884907,A0A265ND53,53714,Sialidase,PropLec7A_PLL,7300,405,Virgibacillus,NZ_NPMS01000002.1,211306,212523,A0A265ND53,Virgibacillus indicus,Bacteria,None,Firmicutes,0.576,6
SJL06968,A0A284RE04,4863,Fucose-specific lectin,PropLec6A_RSL_AAL,7314,643,Armillaria,FUEG01000007.1,1990123,1992445,A0A284RE04,Armillaria ostoyae,Eukaryota,Fungi,Basidiomycota,0.359,5
SJL14340,A0A284S009,4862,Fucose-specific lectin,PropLec6A_RSL_AAL,7317,448,Armillaria,FUEG01000023.1,364223,365947,A0A284S009,Armillaria ostoyae,Eukaryota,Fungi,Basidiomycota,0.325,5
,A0A285DKA5,39461,Glycosyl hydrolases family 43,PropLec7A_PLL,7357,684,Streptomyces,,0,0,A0A329BZ53,Streptomyces microflavus,Bacteria,None,Actinobacteria,0.456,6
,A0A285DKA7,39459,Peptidase family M23,PropLec7A_PLL,7358,505,Streptomyces,,0,0,E8W3U9,Streptomyces microflavus,Bacteria,None,Actinobacteria,0.455,7
,A0A285DMH7,39464,Uncharacterized protein,PropLec7A_PLL,7359,553,Streptomyces,,0,0,E8W3U6,Streptomyces microflavus,Bacteria,None,Actinobacteria,0.435,7
,A0A285QAK2,48319,Repeat domain-containing protein,PropLec7B_PVL,7391,623,Streptomyces,,0,0,,Streptomyces sp 13312,Bacteria,None,Actinobacteria,0.387,6
SOC08800,A0A285SLC0,53142,Repeat uncharacterized protein DUF346,PropLec7A_PLL,7393,428,Lysinibacillus,OBMQ01000005.1,144254,145540,A0A285SLC0,Ureibacillus xyleni,Bacteria,None,Firmicutes,0.55,6
WP_097149315,A0A285UCX1,18919,Repeat uncharacterized protein DUF346,PropLec7A_PLL,7394,446,Lysinibacillus,NZ_OBQC01000005.1,109163,110503,A0A0A3I8K9,Lysinibacillus acetophenoni,Bacteria,None,Firmicutes,0.542,6
BBA30585,A0A286T5R0,29478,Tectonin,PropLec6B_tectonin,7437,375,Physarum,LC198685.1,30,1157,A0A286T5R0,Physarum polycephalum,Eukaryota,None,None,0.366,6
WP_096238678,A0A290X4L2,15522,Zinc metalloprotease,PropLec7A_PLL,7450,646,Janthinobacterium,NZ_CP023422.1,5780224,5782164,A0A0M2WKW0,Janthinobacterium svalbardensis,Bacteria,None,Proteobacteria,0.294,7
WP_096495148,A0A290Z8M1,2687,Carbohydrate-binding protein,PropLec7A_PLL,7457,298,Actinosynnema,NZ_CP023445.1,4736602,4737498,C6WFV7,Actinosynnema pretiosum,Bacteria,None,Actinobacteria,0.563,6
